料號;TAG3;TAG9;TAG10;TAG4;TAG8;TAG5
1300510;操作箱加高200(F/15");Operation box;;2t SPCC;噴漆 RAL 7021;1300510
1300510A;操作箱加高200(F/15");Operation box;;2t SPCC;RAL 7021;1300510A
1300511;操作箱加高200後蓋;Cover;;2t SPCC;噴漆 RAL 7021;1300511
1300512;左右側門開關固定座;Switch Seat;;2t SPCC;RAL 9002;1300512
1300513;外掛式置物架;;;;RAL 7021;1300513
1300514;左護罩(自動門);Left guard cover;;2t SPCC;噴漆 RAL 9002;1300514
1300515;右護罩(自動門);Right guard cover;;2t SPCC;噴漆 RAL 9002;1300515
1300516;右護罩(自動前/側門);Right guard cover;;2t SPCC;RAL 9002;1300516
1300516A;右護罩(自動前/側門);Right guard cover;;2t SPCC;噴漆 RAL 9002;1300516A
1300517;左自動前門;Left front door;;2t SPCC;RAL 7021;1300517
1300518;右自動前門;Right front door;;2t SPCC;RAL 7021;1300518
1300519;右自動側門(一);Right side door;;2t SPCC;噴漆 RAL 9002;1300519
1300520;右自動側門(二);Right side door;;2t SPCC;噴漆 RAL 7021;1300520
1300521;前門氣壓缸固定架(左);Bracket;;2t SPCC;RAL 9002;1300521
1300522;前門氣壓缸固定架(右);Bracket;;2t SPCC;RAL 9002;1300522
1300523;警示燈蓋鈑;Cover;;3t SPCC;RAL 9002;1300523
1300523A;警示燈蓋鈑;Cover;;3t SPCC;PN Cool Gray 1C 白灰;1300523A
1300524;護罩上飾鈑;Cover;;2t SPCC;RAL 9002;1300524
1300525;空壓介面飾鈑;Cover;;2t SPCC;RAL 9002;1300525
1300526;前門拖臂(左);Drag holder;;3t SPCC;噴漆 RAL 7021;1300526
1300527;前門拖臂(右);Drag holder;;3t SPCC;噴漆 RAL 7021;1300527
1300528;側門氣壓缸固定架;Bracket;;3t SPCC;噴漆 RAL 9002;1300528
1300529;側門氣壓缸護蓋(前);Cover;;2t SPCC;噴漆 RAL 9002;1300529
1300530;側門氣壓缸護蓋(後);Cover;;2t SPCC;噴漆 RAL 9002;1300530
1300531;側門拖臂;Drag holder;;3t SPCC;噴漆 RAL 9002;1300531
1300532;感應器護蓋;Cover;;1.6t SPCC;RAL 7021;1300532
1300533;感應器調整鈑;Bracket;單向: 46*58。;5t SPCC;RAL 7021;1300533
1300534;感應器觸鈑;Bracket;;2t SPCC;RAL 7021;1300534
1300535;線槽蓋鈑;Cover;;2t SPCC;RAL 9002;1300535
1300535A;線槽蓋鈑;Cover;;2t SPCC;RAL9002;1300535A
1300536;拖鏈導引架;Bracket;;2t SPCC;RAL 9002;1300536
1300537;前門迷宮擋鈑;Cover;;2t SPCC;RAL 7021;1300537
1300538;前門迷宮擋鈑(左);Cover;;2t SPCC;RAL 7021;1300538
1300539;前門迷宮擋鈑(右);Cover;;2t SPCC;RAL 7021;1300539
1300539A;前門迷宮擋鈑(右);Cover;;2t SPCC;PMS 2757C(藍);1300539A
1300540;第四軸介面封蓋;Cover;;2t SPCC;噴漆 RAL 9002;1300540
1300541;導槽擋水鈑;Cover;;2t SPCC;噴漆 RAL 9002;1300541
1300542;工業平板電腦架;Bracket;;2t SPCC;噴漆 RAL 9002;1300542
1300543;左側門;Left side door;;2t SPCC;噴漆 RAL 9002;1300543
1300544;右側門;Right side door;;2t SPCC;噴漆 RAL 9002;1300544
1300545;轉軸鈑(一);Axis seat;;3t SPCC;噴漆 RAL 9002;1300545
1300546;轉軸鈑(二);Axis seat;;3t SPCC;噴漆 RAL 9002;1300546
1300547;前排式左箱架;Left tank bracket;;2t SPCC;RAL 7021;1300547
1300548;前排式右箱架;Right tank bracket;;2t SPCC;RAL 7021;1300548
1300549;擋水固定鈑;Fixed plate;;2t SPCC;RAL 7021;1300549
1300550;擋水壓鈑;Plate;;2t SPCC;RAL 7021;1300550
1300551;前踏鈑(長版);Cover;CPV-550、SMART-I。;2t SPCC 白鐵;不鏽鋼亮面;1300551
1300552;前踏鈑(長版);Cover;CPV-750、SMART-II。;2t SPCC 白鐵;;1300552
1300553;;;;;;1300553
1300554;線槽蓋鈑;Cover;;2t SPCC;;1300554
1300555;左護罩;Left side cover;1.0代 (U170);;;1300555
1300556;右護罩;Right side cover;1.0代 (U170);;;1300556
1300556A;右護罩;Right side cover;1.5代 (NU170C);;PN Cool Gray 1C;1300556A
1300557;;;;;;1300557
1300558;;;;;;1300558
1300559;;;;;;1300559
1300560;;;;;;1300560
1300561;;;;;;1300561
1300562;;;;;;1300562
1300563;;;;;;1300563
1300564;;;;;;1300564
1300565;;;;;;1300565
1300566;;;;;;1300566
1300567;;;;;;1300567
1300568;;;;;;1300568
1300569;;;;;;1300569
1300570;;;;;;1300570
1300571;;;;;;1300571
1300572;;;;;;1300572
1300573;;;;;;1300573
1300574;;;;;;1300574
1300575;;;;;;1300575
1300576;;;;;;1300576
1300577;;;;;;1300577
1300578;;;;;;1300578
1300579;;;;;;1300579
1300580;;;;;;1300580
1300581;介面鈑(ITRI 15" M100P);Interface plate;;2t SPCC;RAL 7021;1300581
1300582;第四軸介面鈑;Cover;;2t SPCC;RAL 9002;1300582
1300583;前踏鈑;Cover;;2t SPCC 白鐵;不鏽鋼亮面;1300583
1300584;操作箱(M80 8.4");Opteration box;;2t SPCC;RAL 7021;1300584
1300584A;操作箱(M80);Opteration box;;2t SPCC;噴漆 RAL 7021;1300584A
1300585;馬達過濾盒;Motor filter box;;1.6tSPCC;染黑;1300585
1300586;操作箱(F/10.4");Operation box;;2t SPCC;RAL 7021;1300586
1300587;左護罩(刀庫操作面板);Left guard cover;;2tSPCC;RAL 9002;1300587
1300588;左護罩線槽蓋鈑;Cover;;2t SPCC;RAL 9002;1300588
1300589;影像監控裝置介面座;Fixed;須與訂單之左護罩焊接入廠。;2t SPCC;RAL 9002;1300589
1300590;右護罩(加高150/操作箱加高200);Right guard cover;;2tSPCC;RAL 9002;1300590
1300591;右護罩(加高150/操作箱加高200);Right guard cover;;2tSPCC;RAL 9002;1300591
1300591A;右護罩(加高150/操作箱加高200);Right guard cover;;2tSPCC;RAL7021;1300591A
1300592;左後上飾鈑;Cover;;2t SPCC;RAL 7021;1300592
1300593;左護罩(加高150);Left guard cover;;2t SPCC;RAL 9002;1300593
1300594;右護罩(加高150);Right guard cover;;2t SPCC;RAL 9002;1300594
1300595;左護罩(加高150);Left guard cover;;2t SPCC;RAL 9002;1300595
1300595A;左護罩(加高150);Left guard cover;;2t SPCC;RAL7021;1300595A
1300596;右護罩(加高150);Right guard cover;;2t SPCC;RAL 9002;1300596
1300597;第四五軸介面鈑;Cover;;2t SPCC;RAL 9002;1300597
1300598;攝影機固定架;Fixed;;2t SPCC;RAL 9002;1300598
1300599;攝影機旋轉架;Fixed;;2t SPCC;RAL 9002;1300599
1300600;;;;;;1300600
1300601;操作箱加高200(SHARNOA);Operation box;;2t SPCC;RAL 7021;1300601
1300602;水箱蓋板;Cover;;2t SPCC;RAL 7021;1300602
1300603;泵浦固定板;Cover;;2t SPCC;RAL 7021;1300603
1300604;分流塊固定板;Fixed;;3t SPCC;RAL 7021;1300604
1300605;轉接盒;Box;;2t SPCC;;1300605
1300606;毛刷A;Brush;;鋁+尼龍;;1300606
1300607;毛刷B;Brush;;鋁+尼龍;;1300607
1300608;毛刷C;Brush;;鋁+尼龍;;1300608
1300609;接頭固定板;;;3t SPCC;RAL 7021;1300609
1300610;油水分離機護罩;;;2t SPCC;RAL 7021;1300610
1300611;左箱架;;;2t SPCC;RAL 7021;1300611
1300612;右箱架;;;2t SPCC;RAL 7021;1300612
1300613;操作箱(M830 10.4");Operation box;;2t SPCC;RAL 7021;1300613
1300614;左護罩;;洛陽金石專用;;;1300614
1300615;右護罩;;洛陽金石專用;;;1300615
1300616;左前門;;洛陽金石專用;;;1300616
1300617;右前門;;洛陽金石專用;;;1300617
1300618;刀庫罩;;洛陽金石專用;;;1300618
1300619;前門上蓋;;洛陽金石專用;;;1300619
1300620;蓋板;;洛陽金石專用;;;1300620
1300621;滑鼠座;Seat;;2t SPCC;RAL 7021;1300621
1300622;刀庫上護罩;Cover;;2t SPCC;RAL 9002;1300622
1300623;刀庫上護蓋;Cover;;2t SPCC;RAL 9002;1300623
1300624;刀庫下護罩;Cover;;2t SPCC;RAL 9002;1300624
1300625;操作箱;;2019.2.15改版10.4“顯示器;2t SPCC;RAL 7021;1300625
1300626;四五軸介面鈑;Cover;;2t SPCC;RAL 9002;1300626
1300627;右護罩;;;;RAL9002;1300627
1300628;右自動側門;;;;RAL9002;1300628
1300629;調整板;;;;RAL9002;1300629
1300630;下門軌檔板;;;下門軌檔板;RAL9002;1300630
1300631;防屑板(一);Cover;;2tSPCC;RAL7021;1300631
1300632;防屑板(二);Cover;;2tSPCC;RAL7021;1300632
1300633;Y軸防屑板(左一);Cover of Y-axis (Left1);;1.6tSPCC;RAL7021;1300633
1300634;Y軸擋水板(左二);Cover of Y-axis (Left2);;1.6tSPCC;RAL7021;1300634
1300635;Y軸擋水鈑(右一);Cover of Y axis(Right1);;1.6tSPCC;RAL7021;1300635
1300636;Y軸擋水鈑(右二);Cover of Y axis(Right2);;1.6tSPCC;RAL7021;1300636
1300637;右側門後檔板;;;;RAL9002;1300637
1300638;汽缸支架;;;;RAL9002;1300638
1300639;上封蓋(一);;;;RAL9002;1300639
1300640;上封蓋(二);;;;RAL9002;1300640
1300641;側封蓋;;;;RAL9002;1300641
1300642;右側門視窗;;761*366*8t;壓克力;;1300642
1300643;右側門視窗壓鈑;;;;RAL9002;1300643
1300644;燈架基座;Fixed;;3t SPCC;RAL 9002;1300644
1300645;左自動前門(防夾);;;;RAL7021;1300645
1300646;右自動前門(防夾);;;;RAL7021;1300646
1300647;鍵盤箱;Keyboard box;;;RAL7021;1300647
1300648;鍵盤箱介面座;Keyboard box seat;;;RAL7021;1300648
1300649;近接開關固定架;Seat;;2t SPCC;RAL 7021;1300649
1300650;近接開關感應架;Seat;;2t SPCC;RAL 7021;1300650
1300651;上操作箱(S);Operation box;;;BP-525S(黑銀);1300651
1300652;下操作箱(S);Operation box;;;BP-525S(黑銀);1300652
1300653;上操作箱背蓋;Cover;;;BP-525S(黑銀);1300653
1300654;下操作箱背蓋;Cover;;;BP-525S(黑銀);1300654
1300655;轉軸座;Seat;;;BP-525S(黑銀);1300655
1300656;限位器(A);Bracket;;;RAL7021;1300656
1300657;限位器(B);Bracket;;;RAL7021;1300657
1300658;限位桿;Rod;;;RAL7021;1300658
1300659;限位鈑;Bracket;;;RAL7021;1300659
1300660;三色燈介面鈑;Seat;;;PN Cool Gray 1C;1300660
1300661;X/Y軸原點支架;;;2t SPCC;RAL 7021;1300661
1300662;;;;;;1300662
1300663;;;;;;1300663
1300664;感應器調整鈑;Bracket;雙向: 35*100。;5t SPCC;RAL 7021;1300664
1300665;活動鏈拖臂;Bracket;;;;1300665
1300666;活動缸拖臂;Bracket;;;;1300666
1300667;左護罩;;;2T SPCC;RAL 9002;1300667
1300668;刀庫罩;;;2T SPCC;RAL 7021;1300668
1300669;分流塊(鈑金);Distributor seat;;2t SPCC;噴漆 RAL 7021;1300669
1300669A;分流塊(鈑金);Distributor seat;;2t SPCC;RAL7021;1300669A
1300670;分流塊固定鈑;Fixed;;2t SPCC;噴漆 RAL 7021;1300670
1300670A;分流塊固定鈑;Fixed;;2t SPCC;噴漆 RAL 7021;1300670A
1300670B;分流塊固定鈑;Fixed;;SPCC;噴漆 RAL 7021;1300670B
1300671;Fanuc 15"傾斜操作箱;Operation box;;2t SPCC;BP-525S(黑銀);1300671
1300671A;15"傾斜操作箱;Operation box;;2t SPCC;;1300671A
1300671B;15"傾斜操作箱;Operation box;;2t SPCC;BP-525S(黑銀);1300671B
1300672;油霧回收孔加高鈑金;Plate;;2t SPCC;噴漆 RAL 9002;1300672
1300673;側門PC板;PC Plate;;PC 板;;1300673
1300674;潤滑油機承油盒;Lubri tank oil box;;1.5t SPCC;RAL 9002;1300674
1300675;潤滑油機承油盒支架(一);Fixed;;3t SPCC;RAL 9002;1300675
1300676;潤滑油機承油盒支架(二);Fixed;;2t SPCC;RAL 9002;1300676
1300677;LED燈前移支架;Fixed;;;RAL9002;1300677
1300678;右側窗防塵簾桿掛勾;;;2t SPCC;RAL 9002;1300678
1300679;右護罩(漢民專用);Right guard cover;;2t SPCC;RAL 9002;1300679
1300680;左護罩(漢民專用);left guard cover;;;RAL9002;1300680
1300681;左護罩-刀庫側;;;;RAL9002;1300681
1300682;刀庫下蓋鈑(一);;;;RAL9002;1300682
1300683;刀庫下蓋鈑(二);;;;RAL9002;1300683
1300684;刀庫上護罩;;;;RAL9002;1300684
1300685;全密刀庫-刀庫下罩;;;;RAL9002;1300685
1300686;全密刀庫-刀庫後罩;;;;RAL9002;1300686
1300687;全密刀庫-刀倉門;;;;PN Cool Gray 1C;1300687
1300688;全密刀庫-刀倉門軌;;;;PN Cool Gray 1C;1300688
1300688A;全密刀庫-刀倉門軌;;;;PN Cool Gray 1C;1300688A
1300689;ATC視窗;;;;;1300689
1300690;全密刀庫-刀庫下罩蓋鈑;;;;PN Cool Gray 1C;1300690
1300691;右前門;Right front door;;;PN 2757C 藍;1300691
1300692;左前門;Left front door;;;PN 2757C 藍;1300692
1300693;左前門防水鈑;;;;PN 2757C 藍;1300693
1300694;右前門防水鈑;;;;PN 2757C 藍;1300694
1300695;線槽蓋鈑(二);Cover-2;;2tSPCC;RAL-9002;1300695
1300696;刀庫下護罩;Tool magazine cover;;;RAL9002;1300696
1300697;主軸頭下蓋-封蓋;Cover;2tSPCC;;PN 2757C 藍;1300697
1300698;第四軸介面鈑(含4牙管);Cover;;;RAL9002;1300698
1300699;副操作盒;Attached Operation Box;;;BP-525S(黑銀);1300699
1300700;副操作盒蓋鈑;Plate;;;BP-525S(黑銀);1300700
1300701;全密刀庫-刀庫右下罩;Tool magazine right cover;;;PN Cool Gray 1C;1300701
1300702;水箱;Water tank;CPV-550/750;;RAL 7021;1300702
1300703;刀庫罩;Tool magazine;;2t SPCC;;1300703
1300704;刀庫下護罩(搭配德大);Tool magazine cover;;;PN Cool Gray 1C;1300704
1300705;全密刀庫-側窗封鈑;Cover;;2t SPCC;RAL 9002;1300705
1300706;左護罩(加高150自動門);;;2t SPCC;RAL 9002;1300706
1300707;右護罩(加高150自動門);;;2t SPCC;RAL 9002;1300707
1300708;自動門(右上前門);Automatic door(Right);;;PN 2757C 藍;1300708
1300709;自動門(左上前門);Automatic door(Left);;;PN 2757C 藍;1300709
1300710;手動門(右下前門);Right front door;;;PN 2757C 藍;1300710
1300711;手動門(左下前門);Left front door;;;PN 2757C 藍;1300711
1300712;自動門封鈑;Cover;;;PN 2757C 藍;1300712
1300713;上前門輪固定板;Plate;;;PN 2757C 藍;1300713
1300714;前門interlock固定座;Interlock seat;;;RAL7021;1300714
1300715;上下前門固定治具;Jig;;;PN 2757C 藍;1300715
1300716;前門迷宮擋鈑(右上自動門);Cover;;;PN2757C藍;1300716
1300717;前門迷宮擋鈑(左上自動門);Cover;;;PN2757C藍;1300717
1300718;前門迷宮擋鈑(手動門);Cover;;;PN2757C藍;1300718
1300719;全密刀庫-後下罩(漢民舊機);Tool magazine cover;;;PN Cool Gray 1C 白灰;1300719
1300720;全密刀庫-側罩(漢民舊機);Tool magazine cover;;;PN Cool Gray 1C 白灰;1300720
1300721;全密刀庫-前罩(漢民舊機);Tool magazine cover;;;PN Cool Gray 1C 白灰;1300721
1300722;全密刀庫-側罩下封鈑(漢民舊機);Tool magazine cover;;;PN Cool Gray 1C 白灰;1300722
1300723;全密刀庫-側罩上封鈑(漢民舊機);Tool magazine cover;;;PN Cool Gray 1C 白灰;1300723
1300724;全密刀庫-ATC前罩;ATC cover;;;PN Cool Gray 1C 白灰;1300724
1300725;全密刀庫-ATC後罩;ATC cover;;;PN Cool Gray 1C 白灰;1300725
1300726;全密刀庫-後罩(漢民舊機);Tool magazine cover;;;PN Cool Gray 1C 白灰;1300726
1300727;全密刀庫-側窗封鈑(漢民舊機);Cover;;;PN Cool Gray 1C 白灰;1300727
1300728;右護罩;;;2t SPCC;RAL 9002;1300728
1300729;左護罩;;;2t SPCC;RAL 9002;1300729
1300730;左護罩;;;2t SPCC;RAL 9002;1300730
1300731;右護罩;;;2t SPCC;RAL 9002;1300731
1300732;左護罩;;;2t SPCC;RAL 9002;1300732
1300733;右護罩;;;2t SPCC;RAL 9002;1300733
1300734;全密刀庫-上罩(漢民舊機);Tool magazine cover;;;PN Cool Gray 1C 白灰;1300734
1300735;微動開關支架一;;3t SPCC;;RAL 7021;1300735
1300736;微動開關支架二;;;3t SPCC;RAL 7021;1300736
1300737;右後護蓋;;;SPCC;RAL 7021;1300737
1300738;右後側門;;;SPCC;RAL 7021;1300738
1300739;傾斜操作箱介面鈑(Fanuc 15");Interface plate;;;;1300739
1300740;傾斜操作箱介面鈑(Mitsubishi 15");Interface plate;;;BP-525S(黑銀);1300740
1300740A;傾斜操作箱介面鈑(Mitsubishi 15");Interface plate;;;BP-525S(黑銀);1300740A
1300741;;;;;;1300741
1300742;油霧回收對接鈑金(退輔會專用);;;;PN Cool Gray 1C;1300742
1300743;下軌道;;;不鏽鋼;;1300743
1300744;上下門固定治具(外側);Jig;;;;1300744
1300745;自動門(右上前門);Automatic door(Right);;;;1300745
1300746;自動門(左上前門);Automatic door(Left);;;;1300746
1300747;手動門(右下前門);Right front door;;;;1300747
1300748;手動門(左下前門);Left front door;;;;1300748
1300749;上門滑軌座;Fixed;;;;1300749
1300750;右門前方滑軌座;Fixed;;;;1300750
1300751;左門前方滑軌座;Fixed;;;;1300751
1300752;前門迷宮擋鈑(右上自動門);Cover;;;;1300752
1300753;前門迷宮擋鈑(右下手動門);Cover;;;;1300753
1300754;前門迷宮擋鈑(左上自動門);Cover;;;;1300754
1300755;前門迷宮擋鈑(左下手動門);Cover;;;;1300755
1300756;;;;;;1300756
1300757;前飾鈑(石英水箱用);Front plate;;;PN 2757C 藍;1300757
1300758;擴充功能面板(預留九孔位);OPT plate;400*80*2T鋁板;;;1300758
1300759;第四軸介面鈑(上鈺專用);;;;PN Cool Gray 1C 白灰;1300759
1300760;油溫檢知介面座(上鈺專用);;;;PN Cool Gray 1C 白灰;1300760
1300761;密封壓板鎖固座;Plate seat;;;PN Cool Gray 1C 白灰;1300761
1300762;密封壓板;Plate;;;PN Cool Gray 1C 白灰;1300762
1300763;左護罩;Left guard cover;;2t SPCC;PN Cool Gray 1C 白灰;1300763
1300764;右護罩;Right guard cover;;2t SPCC;PN Cool Gray 1C 白灰;1300764
1300765;前門迷宮擋鈑(右下);Cover;;2t SPCC;PMS 2757C(藍);1300765
1300766;活動缸拖架;Bracket;;;RAL7021;1300766
1300767;活動缸拖墊;Bracket;;;RAL7021;1300767
1300768;活動缸平台(275);Bracket;;;RAL7021;1300768
1300769;出入線平台;Bracket;;;PN Cool Gray 1C;1300769
1300770;出入線橫樑;Bracket;;;PN Cool Gray 1C;1300770
1300771;快拆型手輪出線夾鈑;Plate;90X25X3t(採用PLS-2812E-RF-R快插頭);3t SPCC;RAL7021;1300771
1300772;第四軸介面鈑(4*1/4"PT);;;2t SPCC;PN Cool Gray 1C;1300772
1300773;介面鈑(發那科 PLUS 10.4");;;SPCC;RAL7021;1300773
1300774;蓋板;;;SPCC;RAL7021;1300774
1300775;右護罩;;;;;1300775
1300776;右側自動門;;;;;1300776
1300777;汽缸支架;Cylinder bracket;;;;1300777
1300778;汽缸封蓋;;;;;1300778
1300779;右側門檔鈑;;;;;1300779
1300780;右護罩檔鈑;;;;;1300780
1300781;側封蓋;;;;;1300781
1300782;開關固定座(一);;;;;1300782
1300783;開關固定座(二);;;;;1300783
1300784;右側門下檔鈑;;;;;1300784
1300785;左護罩;;;;;1300785
130100001;主軸頭(木模圖);;;;;130100001
130100002;皮帶式主軸頭(加工圖);;;FC300;;130100002
130100002-1;皮帶式主軸頭(加工圖);;;FC300;;130100002-1
130100002A;皮帶式主軸頭(加工圖);;;FC300;;130100002A
130100002A-1;皮帶式主軸頭(加工圖);;;FC300;;130100002A-1
130100003;直結式主軸頭(加工圖);;;FC300;;130100003
130100003-1;直結式主軸頭(加工圖);;;FC300;;130100003-1
130100003A;直結式主軸頭(加工圖);;;FC300;;130100003A
130100003A-1;直結式主軸頭(加工圖);;;FC300;;130100003A-1
130100004;皮帶主軸馬達板;Motor Plate;260*264*22/230Φ/;SS400;染黑;130100004
130100005;右側支架;Support;;;PN 2757C 籃;130100005
130100006;主軸頭左蓋;Cover;;;;130100006
130100006A;主軸頭左蓋;Cover;;;PN 2757C 籃;130100006A
130100006B;主軸頭左蓋;Cover;;;PN 2757C 籃;130100006B
130100006C;主軸頭左蓋;Cover;;;PN 2757C 籃;130100006C
130100007;主軸頭前蓋;Cover;;;;130100007
130100007A;主軸頭前蓋;Cover;;;PN 2757C 籃;130100007A
130100007B;主軸頭前蓋;Cover;;;PN 2757C 籃;130100007B
130100007C;主軸頭前蓋;Cover;;;PN 2757C 籃;130100007C
130100008;主軸頭右蓋;Cover;;;;130100008
130100008A;主軸頭右蓋;Cover;;;PN 2757C 籃;130100008A
130100008B;主軸頭右蓋;Cover;;;PN 2757C 籃;130100008B
130100009;主軸頭前蓋鈑;Cover;;;;130100009
130100009A;主軸頭前蓋鈑;Cover;;;PN 2757C 籃;130100009A
130100009B;主軸頭前蓋鈑;Cover;;;PN 2757C 籃;130100009B
130100010;主軸頭右蓋鈑;Cover;;;PN2757C 藍;130100010
130100010A;主軸頭右蓋鈑;Cover;;;PN2757C藍;130100010A
130100010B;主軸頭右蓋鈑;Cover;;;PN2757C藍;130100010B
130100011;主軸頭上蓋(皮帶);Cover;;;PN2757C 藍;130100011
130100011A;主軸頭上蓋(皮帶);Cover;;;PN2757C藍;130100011A
130100011B;主軸頭上蓋(皮帶);Cover;;;PN2757C藍;130100011B
130100012;主軸環噴遮蓋;Cover;;;PN2757C 藍;130100012
130100013;分油器固定板;;;;RAL 7021;130100013
130100014;馬達板;;羅翌圖號:R16653A;S45C;;130100014
130100015;主軸頭上護罩;;;;PN2757C藍;130100015
130100015A;主軸頭上護罩;Spindle head cover;;;PN2757C藍;130100015A
130100016;主軸頭上蓋;;;;PN2757C藍;130100016
130100016A;主軸頭上蓋;;;;PN2757C藍;130100016A
130100017;馬達板;;羅翌圖號:T0169A 300*250*75.5/G/;S45C;染黑;130100017
130100018;主軸頭上護罩;;;主軸頭上護罩;PN2757C藍;130100018
130100019;主軸定位座;;;主軸定位座;RAL7021;130100019
130100019A;主軸定位座;;;;RAL 7021;130100019A
130100020;;;;;;130100020
130100021;;;;;;130100021
130100022;;;;;;130100022
130100023;;;;;;130100023
130100024;;;;;;130100024
130100025;;;;;;130100025
130100026;;;;;;130100026
130100027;;;;;;130100027
130100028;;;;;;130100028
130100029;;;;;;130100029
130100030;;;;;;130100030
130100031;;;;;;130100031
130100032;;;;;;130100032
130100033;;;;;;130100033
130100034;;;;;;130100034
130100035;;;;;;130100035
130100036;;;;;;130100036
130100037;;;;;;130100037
130100038;;;;;;130100038
130100039;;;;;;130100039
130100040;;;;;;130100040
130100041;;;;;;130100041
130100042;;;;;;130100042
130100043;;;;;;130100043
130100044;;;;;;130100044
130100045;;;;;;130100045
130100046;;;;;;130100046
130100047;;;;;;130100047
130100048;;;;;;130100048
130100049;;;;;;130100049
130100050;;;;;;130100050
